"BALDERDASH
","Bal""der*dash",v.,,,
"BALD-FACED
","Bald""-faced`",,,,
"BALDHEAD
","Bald""head`",,,,
"BALDHEADED
","Bald""head`ed",,,,
"BALDLY
","Bald""ly",,,,
"BALDNESS
","Bald""ness",,,,
"BALDPATE
","Bald""pate`",,,,
"BALDPATE; BALDPATED
","Bald""pate`",,,,
"BALDRIB
","Bald""rib`",,,,
"BALDRIC
","Bal""dric",n.,,,
"BALDWIN
","Bald""win",n.,,,
"BALE
",Bale,n.,,,
"BALE
",Bale,v.,,,
"BALE
",Bale,v.,,,
"BALE
",Bale,n.,,,
"BALEARIC
","Bal`e*ar""ic",a.,,,
"BALEEN
","Ba*leen""",n.,,,
"BALEFIRE
","Bale""fire`",n.,,,
"BALEFUL
","Bale""ful",a.,,,
"BALEFULLY
","Bale""ful*ly",,,,
"BALEFULNESS
","Bale""ful*ness",,,,
"BALISAUR
","Bal""i*sa`ur",n.,,,
"BALISTER
","Bal""is*ter",n.,,,
"BALISTOID
","Bal""is*toid",a.,,,
"BALISTRARIA
","Bal`is*tra""ri*a",n.,,,
"BALIZE
","Ba*lize""",n.,,,
"BALK
",Balk,n.,,,
"BALK
",Balk,v.,,,
"BALK
",Balk,v.,,,
"BALK
",Balk,v.,,,
"BALKER
","Balk""er",n.,,,
"BALKER
","Balk""er",n.,,,
"BALKINGLY
","Balk""ing*ly",,,,
"BALKISH
","Balk""ish",,,,
"BALKY
","Balk""y",,,,
"BALL
",Ball,n.,,,
"BALL
",Ball,v.,,,
"BALL
",Ball,v.,,,
"BALL
",Ball,n.,,,
"BALLAD
","Bal""lad",n.,,,
"BALLAD
","Bal""lad",v.,,,
"BALLAD
","Bal""lad",v.,,,
"BALLADE
","Bal*lade""",n.,,,
"BALLADER
","Bal""lad*er",,,,
"BALLAD MONGER
",,,,,
"BALLADRY
","Bal""lad*ry",n.,,,
"BALLAHOO; BALLAHOU
","Bal""la*hoo",,,,
"BALLARAG
","Bal""la*rag",v.,,,
"BALLAST
","Bal""last",n.,,,
"BALLAST
","Bal""last",v.,,,
"BALLASTAGE
","Bal""last*age",n.,,,
"BALLASTING
","Bal""last*ing",,,,
"BALLATRY
","Bal""la*try",,,,
"BALLET
","Bal""let`",n.,,,
"BALL-FLOWER
","Ball""-flow`er",n.,,,
"BALLISTA
","Bal*lis""ta",,,,
"BALLISTER
","Bal""lis*ter",n.,,,
"BALLISTIC
","Bal*lis""tic",,,,
"BALLISTICS
","Bal*lis""tics",n.,,,
"BALLISTITE
","Bal""lis*tite",n.,,,
"BALLIUM
","Bal""li*um",n.,,,
"BALLOON
","Bal*loon""",n.,,,
"BALLOON
","Bal*loon""",v.,,,
"BALLOON
","Bal*loon""",v.,,,
"BALLOONED
","Bal*looned""",,,,
"BALLOONER
","Bal*loon""er",,,,
"BALLOON FISH
",,,,,
"BALLOONING
","Bal*loon""ing",,,,
"BALLOONING SPIDER
",,,,,
"BALLOONIST
","Bal*loon""ist",,,,
"BALLOONRY
","Bal*loon""ry",,,,
"BALLOT
","Bal""lot",n.,,,
"BALLOT
","Bal""lot",v.,,,
"BALLOT
","Bal""lot",v.,,,
"BALLOTADE
","Bal""lo*tade`",n.,,,
"BALLOTAGE
","Bal""lot*age",n.,,,
"BALLOTATION
","Bal`lo*ta""tion",,,,
"BALLOTER
","Bal""lot*er",,,,
"BALLOTIN
","Bal""lo*tin",n.,,,
"BALLOW
","Bal""low",,,,
"BALLPROOF
","Ball""proof`",,,,
"BALLROOM
",,,,,
"BALM
",Balm,n.,,,
"BALM
",Balm,v.,,,
"BALMIFY
","Balm""i*fy",v.,,,
"BALMILY
","Balm""i*ly",,,,
"BALMORAL
","Bal*mor""al",n.,,,
"BALMY
","Balm""y",,,,
"BALNEAL
","Bal""ne*al",a.,,,
"BALNEARY
","Bal""ne*a*ry",n.,,,
"BALNEATION
","Bal`ne*a""tion",n.,,,
"BALNEATORY
","Bal""ne*a*to*ry",a.,,,
"BALNEOGRAPHY
","Bal`ne*og""ra*phy",n.,,,
"BALNEOLOGY
","Bal`ne*ol""o*gy",n.,,,
"BALNEOTHERAPY
","Bal`ne*o*ther""a*py",n.,,,
"BALOPTICON
","Bal*op""ti*con",n.,,,
"BALOTADE
","Bal""o*tade`",,,,
"BALSA
","Bal""sa",n.,,,
"BALSAM
","Bal""sam",n.,,,
"BALSAM
","Bal""sam",v.,,,
"BALSAMATION
","Bal`sam*a""tion",,,,
"BALSAMIC; BALSAMICAL
","Bal*sam""ic",a.,,,
"BALSAMIFEROUS
","Bal`sam*if""er*ous",a.,,,
"BALSAMINE
","Bal""sam*ine",n.,,,
"BALSAMOUS
","Bal""sam*ous",,,,
"BALTER
","Bal""ter",v.,,,
"BALTIC
","Bal""tic",a.,,,
"BALTIMORE BIRD; BALTIMORE ORIOLE
",,,,,
"BALUSTER
","Bal""us*ter",n.,,,
"BALUSTERED
",,,,,
"BALUSTRADE
",,n.,,,
"BAM
",Bam,n.,,,
"BAM
",Bam,v.,,,
"BAMBINO
","Bam*bi""no",n.,,,
"BAMBOCCIADE
","Bam*boc`ci*ade""",n.,,,
"BAMBOO
","Bam*boo""",n.,,,
"BAMBOO
","Bam*boo""",v.,,,
"BAMBOOZLE
","Bam*boo""zle",v.,,,
"BAMBOOZLER
","Bam*boo""zler",,,,
"BAN
",Ban,n.,,,
"BAN
",Ban,v.,,,
"BAN
",Ban,v.,,,
"BAN
",Ban,n.,,,
"BANAL
","Ban""al",a.,,,
"BANALITY
","Ba*nal""i*ty",,,,
"BANANA
","Ba*na""na",n.,,,
"BANANA SOLUTION
",,,,,
"BANAT
","Ban""at",n.,,,
"BANC; BANCUS; BANK
",Banc,n.,,,
"BANCAL
","Ban*cal""",,,,
"BANCO
","Ban""co",n.,,,
"BAND
",Band,n.,,,
"BAND
",Band,v.,,,
"BAND
",Band,v.,,,
"BAND
",Band,v.,,,
"BAND
",Band,,,,
"BANDAGE
","Band""age",n.,,,
"BANDAGE
","Band""age",v.,,,
"BANDALA
","Ban*da""la",,,,
"BANDANNA; BANDANA
","Ban*dan""na",n.,,,
"BANDBOX
","Band""box`",,,,
"BANDEAU
","Ban""deau",,,,
"BANDELET; BANDLET
","Band""e*let",n.,,,
"BANDER
","Band""er",,,,
"BANDERILLA
","Ban`de*ril""la",n.,,,
"BANDERILLERO
","Ban`de*ril*le""ro",n.,,,
"BANDEROLE; BANDROL
","Band""e*role",n.,,,
"BAND FISH
",,,,,
"BANDICOOT
","Ban""di*coot",n.,,,
"BANDING PLANE
",,,,,
"BANDIT
","Ban""dit",,,,
"BANDLE
","Ban""dle",n.,,,
"BANDLET
","Band""let",,,,
"BANDMASTER
","Band""mas`ter",,,,
"BANDOG
","Ban""dog`",n.,,,
"BANDOLEER; BANDOLIER
","Ban`do*leer""",n.,,,
"BANDOLINE
","Ban""do*line",n.,,,
"BANDON
","Ban""don",n.,,,
"BANDORE
","Ban""dore",n.,,,
"BANDROL
","Band""rol",,,,
"BANDY
","Ban""dy",n.,,,
"BANDY
","Ban""dy",,,,
"BANDY
","Ban""dy",v.,,,
"BANDY
","Ban""dy",v.,,,
"BANDY
","Ban""dy",,,,
"BANDY-LEGGED
","Ban""dy-legged`",,,,
"BANE
",Bane,n.,,,
"BANE
",Bane,v.,,,
"BANEBERRY
","Bane""ber`ry",n.,,,
"BANEFUL
","Bane""ful",,,,
"BANEWORT
","Bane""wort",n.,,,
"BANG
",Bang,v.,,,
"BANG
",Bang,v.,,,
"BANG
",Bang,,,,
"BANG
",Bang,v.,,,
"BANG
",Bang,,,,
"BANG; BANGUE
",Bang,,,,
"BANGING
","Bang""ing",,,,
"BANGLE
","Ban""gle",v.,,,
"BANGLE
","Ban""gle",n.,,,
"BANIAN
","Ban""ian",n.,,,
"BANISH
","Ban""ish",v.,,,
"BANISHER
","Ban""ish*er",,,,
"BANISHMENT
","Ban""ish*ment",n.,,,
"BANISTER
","Ban""is*ter",n.,,,
"BANJO
","Ban""jo",n.,,,
"BANJORINE
","Ban`jo*rine""",n.,,,
"BANK
",Bank,n.,,,
"BANK
",Bank,v.,,,
"BANK
",Bank,n.,,,
"BANK
",Bank,n.,,,
"BANK
",Bank,v.,,,
"BANK
",Bank,v.,,,
"BANKABLE
","Bank""a*ble",,,,
"BANK BILL
",,,,,
"BANK BOOK
",,,,,
"BANK DISCOUNT
",,,,,
"BANKER
","Bank""er",,,,
"BANKERESS
","Bank""er*ess",,,,
"BANKING
","Bank""ing",,,,
"BANK NOTE
",,,,,
"BANKRUPT
","Bank""rupt",n.,,,
"BANKRUPT
","Bank""rupt",,,,
"BANKRUPT
","Bank""rupt",v.,,,
"BANKRUPTCY
","Bank""rupt*cy",,,,
"BANKSIDE
","Bank""side`",,,,
"BANK-SIDED
","Bank""-sid`ed",a.,,,
"BANK SWALLOW
",,,,,
"BANLIEUE
","Ban""li*eue`",n.,,,
"BANNER
","Ban""ner",n.,,,
"BANNERED
","Ban""nered",,,,
"BANNERET
","Ban""ner*et",,,,
"BANNEROL
","Ban""ner*ol",,,,
"BANNITION
","Ban*ni""tion",n.,,,
"BANNOCK
","Ban""nock",n.,,,
"BANNS
",Banns,n.,,,
"BANQUET
","Ban""quet",n.,,,
"BANQUET
","Ban""quet",v.,,,
"BANQUET
","Ban""quet",,,,
"BANQUETTE
","Ban*quette""",n.,,,
"BANQUETTER; BANQUETER
","Ban""quet*ter",,,,
"BANSHEE; BANSHIE
","Ban""shee",n.,,,
"BANSSHEE; BANSHIE
","Bans""shee",n.,,,
"BANSTICKLE
","Ban""stic`kle",n.,,,
"BANTAM
","Ban""tam",,,,
"BANTAM WORK
",,,,,
"BANTENG
","Ban""teng",n.,,,
"BANTER
","Ban""ter",v.,,,
"BANTER
","Ban""ter",,,,
"BANTERER
","Ban""ter*er",,,,
"BANTINGISM
","Ban""ting*ism",,,,
"BANTLING
","Bant""ling",n.,,,
"BANTU
","Ban""tu",,,,
"BANXRING
","Banx""ring",n.,,,
"BANYAN
","Ban""yan",n.,,,
"BANZAI
","Ban""zai""",,,,
"BAOBAB
","Ba""o*bab",n.,,,
"BAPHOMET
","Baph""o*met",,,,
"BAPTISM
","Bap""tism",n.,,,
"BAPTISMAL
","Bap*tis""mal",a.,,,
"BAPTISMALLY
","Bap*tis""mal*ly",,,,
"BAPTIST
","Bap""tist",n.,,,
"BAPTISTERY; BAPTISTRY
","Bap""tis*ter*y",,,,
"BAPTISTIC
","Bap*tis""tic",a.,,,
"BAPTISTICAL
","Bap*tis""tic*al",,,,
"BAPTIZABLE
","Bap*tiz""a*ble",,,,
"BAPTIZATION
","Bap`ti*za""tion",,,,
"BAPTIZE
","Bap*tize""",v.,,,
"BAPTIZEMENT
","Bap*tize""ment",,,,
"BAPTIZER
","Bap*tiz""er",,,,
"BAR
",Bar,n.,,,
"BAR
",Bar,v.,,,
"BARACA
","Ba*ra""ca",,,,
"BARAD
","Bar""ad",n.,,,
"BARAESTHESIOMETER; BARESTHESIOMETER
","Bar`æs*the`si*om""e*ter",n.,,,
"BARATHEA
","Bar`a*the""a",,,,
"BARB
",Barb,n.,,,
"BARB
",Barb,v.,,,
"BARB
",Barb,n.,,,
"BARB
",Barb,n.,,,
"BARBACAN
","Bar""ba*can",,,,
"BARBACANAGE
","Bar""ba*can*age",,,,
"BARBADIAN
","Bar*ba""di*an",,,,
"BARBADOS; BARBADOES
",,,,,
"BARBARA
","Bar""ba*ra",n.,,,
"BARBARESQUE
","Bar`ba*resque""",,,,
"BARBARIAN
","Bar*ba""ri*an",n.,,,
"BARBARIAN
","Bar*ba""ri*an",,,,
"BARBARIC
","Bar*ba""ric",a.,,,
"BARBARISM
","Bar""ba*rism",n.,,,
"BARBARITY
","Bar*bar""i*ty",,,,
"BARBARIZE
","Bar""ba*rize",v.,,,
"BARBARIZE
","Bar""ba*rize",v.,,,
"BARBAROUS
","Bar""ba*rous",a.,,,
"BARBAROUSLY
","Bar""ba*rous*ly",,,,
"BARBAROUSNESS
","Bar""ba*rous*ness",,,,
"BARBARY
","Bar""ba*ry",n.,,,
"BARBASTEL
","Bar""ba*stel`",n.,,,
"BARBATE
","Bar""bate",a.,,,
"BARBATED
","Bar""ba*ted",,,,
"BARBECUE
","Bar""be*cue",n.,,,
"BARBECUE
","Bar""be*cue",v.,,,
"BARBED
",Barbed,a.,,,
"BARBED
",Barbed,,,,
"BARBEL
","Bar""bel",,,,
"BARBELLATE
","Bar""bel*late",a.,,,
"BARBELLULATE
","Bar*bel""lu*late",a.,,,
"BARBER
","Bar""ber",n.,,,
"BARBER
","Bar""ber",v.,,,
"BARBER FISH
",,,,,
"BARBERMONGER
","Bar""ber*mon`ger",,,,
"BARBERRY
","Bar""ber*ry",n.,,,
"BARBET
","Bar""bet",n.,,,
"BARBETTE
","Bar*bette""",n.,,,
"BARBICAN; BARBACAN
","Bar""bi*can",n.,,,
"BARBICANAGE; BARBACANAGE
","Bar""bi*can*age",n.,,,
"BARBICEL
","Bar""bi*cel",n.,,,
"BARBIERS
","Bar""biers",n.,,,
"BARBIGEROUS
","Bar*big""er*ous",a.,,,
"BARBITON
","Bar""bi*ton",n.,,,
"BARBITURIC ACID
",,,,,
"BARBIZON SCHOOL; BARBISON SCHOOL
",,,,,
"BARBLE
","Bar""ble",,,,
"BARBOTINE
","Bar""bo*tine",n.,,,
"BARBRE
","Bar""bre",,,,
"BARBULE
","Bar""bule",n.,,,
"BARCAROLLE
","Bar""ca*rolle",n.,,,
"BARCON
","Bar""con",n.,,,
"BARD
",Bard,n.,,,
"BARD; BARDE
",Bard,n.,,,
"BARD
",Bard,v.,,,
"BARD
",Bard,n.,,,
"BARDED
","Bard""ed",,,,
"BARDIC
","Bard""ic",,,,
"BARDIGLIO
","Bar*di""glio",n.,,,
"BARDISH
","Bard""ish",,,,
"BARDISM
","Bard""ism",,,,
"BARDLING
","Bard""ling",,,,
"BARDSHIP
","Bard""ship",,,,
"BARE
",Bare,a.,,,
"BARE
",Bare,,,,
"BARE
",Bare,v.,,,
"BARE
","Bare.
",,,,
"BAREBACK
","Bare""back`",,,,
"BAREBACKED
","Bare""backed`",,,,
"BAREBONE
","Bare""bone`",,,,
"BAREFACED
","Bare""faced`",,,,
"BAREFACEDLY
","Bare""faced`ly",,,,
"BAREFACEDNESS
","Bare""faced`ness",,,,
"BAREFOOT
","Bare""foot",a.,,,
"BAREFOOTED
","Bare""foot`ed",,,,
"BAREGE
","Ba*rége""",n.,,,
"BAREHANDED
","Bare""hand`ed",,,,
"BAREHEADED; BAREHEAD
","Bare""head`ed",a.,,,
"BARELEGGED
","Bare""legged`",,,,
"BARELY
","Bare""ly",,,,
"BARENECKED
","Bare""necked`",,,,
"BARENESS
","Bare""ness",,,,
"BARESARK
","Bare""sark",n.,,,
"BARFISH
","Bar""fish`",n.,,,
"BARFUL
","Bar""ful",,,,
"BARGAIN
","Bar""gain",n.,,,
"BARGAIN
","Bar""gain",v.,,,
"BARGAIN
","Bar""gain",v.,,,
"BARGAINEE
","Bar`gain*ee""",v.,,,
"BARGAINER
","Bar""gain*er",,,,
"BARGAINOR
","Bar`gain*or""",n.,,,
"BARGE
",Barge,n.,,,
"BARGEBOARD
","Barge""board`",n.,,,
"BARGECOURSE
","Barge""course`",n.,,,
"BARGEE
","Bar*gee""",,,,
"BARGEMAN
","Barge""man",,,,
"BARGEMASTTER
","Barge""mast`ter",,,,
"BARGER
","Bar""ger",,,,
"BARGHEST
","Bar""ghest`",n.,,,
"BARIA
","Ba""ri*a",n.,,,
"BARIC
","Bar""ic",a.,,,
"BARIC
","Bar""ic",a.,,,
"BARILLA
","Ba*ril""la",n.,,,
"BARILLET
","Bar""il*let",n.,,,
"BAR IRON
",,,,,
"BARITE
","Ba""rite",n.,,,
"BARITONE
","Bar""i*tone",a.,,,
"BARIUM
","Ba""ri*um",n.,,,
"BARK
",Bark,v.,,,
"BARK
",Bark,v.,,,
"BARK
",Bark,,,,
"BARK; BARQUE
",Bark,n.,,,
"BARKANTINE
","Bark""an*tine",,,,
"BARK BEETLE
",,,,,
"BARKBOUND
","Bark""bound`",,,,
"BARKEEPER
","Bar""keep`er",,,,
"BARKEN
","Bark""en",,,,
"BARKENTINE
","Bark""en*tine",n.,,,
"BARKER
","Bark""er",,,,
"BARKER
","Bark""er",,,,
"BARKER'S MILL
",,,,,
"BARKERY
","Bark""er*y",,,,
"BARKING IRONS
",,,,,
"BARKLESS
","Bark""less",,,,
"BARK LOUSE
",,,,,
"BARKY
","Bark""y",,,,
"BARLEY
","Bar""ley",n.,,,
"BARLEYBRAKE; BARLEYBREAK
",,,,,
"BARLEY-BREE
","Bar""ley-bree`",n.,,,
"BARLEYCORN
","Bar""ley*corn`",n.,,,
"BARM
",Barm,n.,,,
"BARM
",Barm,n.,,,
"BARMAID
","Bar""maid`",,,,
"BARMASTER
","Bar""mas`ter",n.,,,
"BARMCLOTH
","Barm""cloth`",,,,
"BARMECIDAL
","Bar""me*ci`dal",a.,,,
"BARMECIDE
","Bar""me*cide",n.,,,
"BARMOTE
","Bar""mote`",n.,,,
"BARMY
","Barm""y",,,,
"BARMY
",,,,,
"BARN
",Barn,n.,,,
"BARN
",Barn,v.,,,
"BARN
",Barn,,,,
"BARNABITE
","Bar""na*bite",n.,,,
"BARNACLE
","Bar""na*cle",n.,,,
"BARNACLE
","Bar""na*cle",n.,,,
"BARNACLE
","Bar""na*cle",n.,,,
"BARNBURNER
","Barn""burn`er",n.,,,
"BARNSTORMER
","Barn""storm`er",n.,,,
"BARNYARD
","Barn""yard`",,,,
"BAROCCO
","Ba*roc""co",a.,,,
"BAROCYCLONOMETER
","Bar`o*cy`clon*om""e*ter",n.,,,
"BAROGRAM
","Bar""o*gram",n.,,,
"BAROGRAPH
","Bar""o*graph",n.,,,
"BAROKO
","Ba*ro""ko",n.,,,
"BAROLOGY
","Ba*rol""o*gy",n.,,,
"BAROMACROMETER
","Bar`o*ma*crom""e*ter",n.,,,
"BAROMETER
","Ba*rom""e*ter",n.,,,
"BAROMETRIC; BAROMETRICAL
","Bar`o*met""ric",,,,
"BAROMETRICALLY
","Bar`o*met""ric*al*ly",,,,
"BAROMETROGRAPH
","Bar`o*met""ro*graph",n.,,,
"BAROMETRY
","Ba*rom""e*try",,,,
"BAROMETZ
","Bar""o*metz",n.,,,
"BARON
","Bar""on",n.,,,
"BARONAGE
","Bar""on*age",n.,,,
"BARONESS
","Bar""on*ess",,,,
"BARONET
","Bar""on*et",n.,,,
"BARONETAGE
","Bar""on*et*age",,,,
"BARONETCY
","Bar""on*et*cy",,,,
"BARONG
","Ba*rong""",n.,,,
"BARONIAL
","Ba*ro""ni*al",,,,
"BARONY
","Bar""o*ny",,,,
"BAROQUE
","Ba*roque""",a.,,,
"BAROSCOPE
","Bar""o*scope",n.,,,
"BAROSCOPIC; BAROSCOPICAL
","Bar`o*scop""ic",,,,
"BAROTHERMOGRAPH
","Bar`o*ther""mo*graph",n.,,,
"BAROUCHE
","Ba*rouche""",n.,,,
"BAROUCHET
","Ba`rou*chet""",,,,
"BARPOST
","Bar""post`",,,,
"BARQUE
",Barque,,,,
"BARRACAN
","Bar""ra*can",n.,,,
"BARRACK
","Bar""rack",n.,,,
"BARRACK
","Bar""rack",v.,,,
"BARRACK
","Bar""rack",v.,,,
"BARRACLADE
","Bar""ra*clade",n.,,,
"BARRACOON
","Bar""ra*coon`",n.,,,
"BARRACUDA; BARRACOUTA
","Bar`ra*cu""da",,,,
"BARRAGE
","Bar""rage",n.,,,
"BARRAMUNDI
","Bar`ra*mun""di",n.,,,
"BARRANCA
","Bar*ran""ca",n.,,,
"BARRAS
","Bar""ras",n.,,,
"BARRATOR
","Bar""ra*tor",n.,,,
"BARRATROUS
","Bar""ra*trous",,,,
"BARRATRY
","Bar""ra*try",n.,,,
"BARRED OWL
",,,,,
"BARREL
","Bar""rel",,,,
"BARREL
","Bar""rel",v.,,,
"BARRELED; BARRELLED
","Bar""reled",,,,
"BARREL PROCESS
",,,,,
"BARREN
","Bar""ren",a.,,,
"BARREN
","Bar""ren",,,,
"BARRENLY
","Bar""ren*ly",,,,
"BARRENNESS
","Bar""ren*ness",,,,
"BARRENWORT
","Bar""ren*wort`",n.,,,
"BARRET
","Bar""ret",n.,,,
"BARRETTER
","Bar""ret*ter",n.,,,
"BARRICADE
","Bar`ri*cade""",n.,,,
"BARRICADE
","Bar`ri*cade""",v.,,,
"BARRICADER
","Bar`ri*cad""er",,,,
"BARRICADO
","Bar`ri*ca""do",v.,,,
"BARRIER
","Bar""ri*er",n.,,,
"BARRIGUDO
","Bar`ri*gu""do",n.,,,
"BARRINGOUT
","Bar`ring*out""",,,,
"BARRIO
","Bar""ri*o",,,,
"BARRISTER
","Bar""ris*ter",n.,,,
"BARROOM
","Bar""room`",,,,
"BARROW
","Bar""row",n.,,,
"BARROW
","Bar""row",n.,,,
"BARROW
","Bar""row",n.,,,
"BARROWIST
","Bar""row*ist",n.,,,
"BARRULET
","Bar""ru*let",n.,,,
"BARRULY
","Bar""ru*ly",a.,,,
"BARRY
","Bar""ry",a.,,,
"BARSE
",Barse,n.,,,
"BARTENDER
","Bar""tend`er",,,,
"BARTER
","Bar""ter",v.,,,
"BARTER
","Bar""ter",v.,,,
"BARTER
","Bar""ter",,,,
"BARTERER
","Bar""ter*er",,,,
"BARTERY
","Bar""ter*y",,,,
"BARTH
",Barth,n.,,,
"BARTHOLOMEW TIDE
",,,,,
"BARTIZAN
","Bar""ti*zan`",n.,,,
"BARTLETT
","Bart""lett",n.,,,
"BARTON
","Bar""ton",n.,,,
"BARTRAM
","Bar""tram",n.,,,
"BARWAY
","Bar""way`",,,,
"BARWISE
","Bar""wise`",adv.,,,
"BARWOOD
","Bar""wood`",,,,
"BARYCENTRIC
","Bar`y*cen""tric",a.,,,
"BARYPHONY
","Ba*ryph""o*ny",n.,,,
"BARYSPHERE
","Bar""y*sphere",n.,,,
"BARYTA
","Ba*ry""ta",n.,,,
"BARYTES
","Ba*ry""tes",n.,,,
"BARYTIC
","Ba*ryt""ic",,,,
"BARYTO-CALCITE
","Ba*ry""to-cal""cite",n.,,,
"BARYTONE; BARITONE
","Bar""y*tone",a.,,,
"BARYTONE; BARITONE
","Bar""y*tone",n.,,,
"BARYTUM
","Ba*ry""tum",n.,,,
"BASAL
","Ba""sal",,,,
"BASAL-NERVED
","Ba""sal-nerved`",a.,,,
"BASALT
","Ba*salt""",n.,,,
"BASALTIC
","Ba*salt""ic",a.,,,
"BASALTIFORM
","Ba*salt""i*form",a.,,,
"BASALTOID
","Ba*salt""oid",a.,,,
"BASAN
","Bas""an",,,,
"BASANITE
","Bas""a*nite",n.,,,
"BASBLEU
","Bas`bleu""",n.,,,
"BASCINET
","Bas""ci*net",n.,,,
"BASCULE
","Bas""cule",n.,,,
"BASE
",Base,a.,,,
"BASE
",Base,n.,,,
"BASE
",Base,v.,,,
"BASE
",Base,v.,,,
"BASEBALL
","Base""ball""",,,,
"BASEBOARD
","Base""board",n.,,,
"BASEBORN
","Base""born`",,,,
"BASE-BURNER
","Base""-burn`er",,,,
"BASE-COURT
","Base""-court`",n.,,,
"BASED
",Based,,,,
"BASEDOW'S DISEASE
",,,,,
"BASELARD
","Bas""e*lard",n.,,,
"BASELESS
","Base""less",,,,
"BASELY
","Base""ly",,,,
"BASEMENT
","Base""ment",n.,,,
"BASENESS
","Base""ness",,,,
"BASENET
","Bas""e*net",,,,
"BASE VIOL
",,,,,
"BASH
",Bash,v.,,,
"BASHAW
","Ba*shaw""",n.,,,
"BASHFUL
","Bash""ful",a.,,,
"BASHFULLY
","Bash""ful*ly",,,,
"BASHFULNESS
","Bash""ful*ness",,,,
"BASHI-BAZOUK
","Bash""i-ba*zouk""",n.,,,
"BASHLESS
","Bash""less",,,,
"BASHYLE
","Bas""hyle",n.,,,
"BASI-
","Ba""si-.
",,,,
"BASIC
","Ba""sic",,,,
"BASICERITE
","Ba*sic""er*ite",n.,,,
"BASICITY
","Ba*sic""i*ty",n.,,,
"BASIC PROCESS
",,,,,
"BASIC SLAG
",,,,,
"BASIC STEEL
",,,,,
"BASIDIOMYCETES
","Ba*sid`i*o*my*ce""tes",n.,,,
"BASIDIOSPORE
","Ba*sid""i*o*spore",n.,,,
"BASIDIUM
","Ba*sid""i*um",n.,,,
"BASIFIER
","Ba""si*fi`er",n.,,,
"BASIFUGAL
","Ba*sif""u*gal",a.,,,
"BASIFY
","Ba""si*fy",v.,,,
"BASIGYNIUM
","Ba`si*gyn""i*um",n.,,,
"BASIHYAL
","Ba`si*hy""al",a.,,,
"BASIHYOID
","Ba`si*hy""oid",n.,,,
"BASIL
","Bas""il",n.,,,
"BASIL
","Bas""il",v.,,,
"BASIL
","Bas""il",n.,,,
"BASIL
","Bas""il",n.,,,
"BASILAR; BASILARY
","Bas""i*lar",a.,,,
"BASILIC
","Ba*sil""ic",n.,,,
"BASILIC; BASILICAL
","Ba*sil""ic",a.,,,
"BASILICA
","Ba*sil""i*ca",,,,
"BASILICA
","Ba*sil""i*ca",,,,
"BASILICAN
","Ba*sil""i*can",,,,
"BASILICOK
","Ba*sil""i*cok",n.,,,
"BASILICON
","Ba*sil""i*con",n.,,,
"BASILISK
","Bas""i*lisk",n.,,,
"BASIN
","Ba""sin",n.,,,
"BASINED
","Ba""sined",,,,
"BASINET
","Bas""i*net",,,,
"BASIOCCIPITAL
","Ba`si*oc*cip""i*tal",a.,,,
"BASION
","Ba""si*on",n.,,,
"BASIPODITE
","Ba*sip""o*dite",n.,,,
"BASIPTERYGIUM
","Ba*sip`te*ryg""i*um",n.,,,
"BASIPTERYGOID
","Ba`sip*ter""y*goid",a.,,,
"BASIS
","Ba""sis",,,,
"BASISOLUTE
","Ba*sis""o*lute",a.,,,
"BASISPHENOID; BASISPHENOIDAL
","Ba`si*sphe""noid",a.,,,
"BASISPHENOID
","Ba`si*sphe""noid",n.,,,
"BASK
",Bask,v.,,,
"BASK
",Bask,v.,,,
"BASKET
","Bas""ket",n.,,,
"BASKET
","Bas""ket",v.,,,
"BASKET BALL
",,,,,
"BASKETFUL
","Bas""ket*ful",,,,
"BASKETRY
","Bas""ket*ry",,,,
"BASKING SHARK
",,,,,
"BASNET
","Bas""net",,,,
"BASOMMATOPHORA
","Ba*som`ma*toph""o*ra",n.,,,
"BASON
","Ba""son",,,,
"BASQUE
",Basque,a.,,,
"BASQUE
",Basque,n.,,,
"BASQUISH
","Basqu""ish",a.,,,
"BAS-RELIEF
","Bas`-re*lief""",n.,,,
"BASS
",Bass,,,,
"BASS
",Bass,n.,,,
"BASS
",Bass,n.,,,
"BASS
",Bass,,,,
"BASS
",Bass,v.,,,
"BASSA; BASSAW
","Bas""sa",,,,
"BASS DRUM
",,,,,
"BASSET
","Bas""set",n.,,,
"BASSET
","Bas""set",a.,,,
"BASSET
","Bas""set",n.,,,
"BASSET
","Bas""set",v.,,,
"BASSET HORN
",,,,,
"BASSET HOUND
",,,,,
"BASSETING
","Bas""set*ing",,,,
"BASSETTO
","Bas*set""to",n.,,,
"BASS HORN
",,,,,
"BASSINET
","Bas""si*net",n.,,,
"BASSO
","Bas""so",n.,,,
"BASSOCK
","Bas""sock",,,,
"BASSOON
","Bas*soon""",n.,,,
"BASSOONIST
","Bas*soon""ist",,,,
"BASSO-RILIEVO; BASSO-RELIEVO
","Bas""so-ri*lie""vo",n.,,,
"BASSORIN
","Bas""so*rin",n.,,,
"BASS-RELIEF
","Bass""-re*lief`",,,,
"BASS VIOL
",,,,,
"BASSWOOD
","Bass""wood`",n.,,,
"BAST
",Bast,n.,,,
"BASTA
","Bas""ta",,,,
"BASTARD
","Bas""tard",n.,,,
"BASTARD
","Bas""tard",,,,
"BASTARD
","Bas""tard",v.,,,
